timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2022-05-30T00:00:00Z,45.09017522,47.40910239,44.37616133,45.52187055,2057432347.59,45.03343517,47.38164245,44.30193925,45.28747418,754023688.39,6962688,754023688,12077002,924078302,360290665
2022-05-29T00:00:00Z,44.43014112,45.81223847,42.00251201,45.12841312,2587906471.06,44.35236907,45.77942827,41.94460991,45.09247917,1109190283.58,6156483,1109190283,22419317,1139319711,310820675
2022-05-28T00:00:00Z,41.42423176,45.27551948,40.58298637,44.49640284,2462028346.81,41.35878448,45.23248282,40.50254944,44.42172163,1007162652.94,6127608,1007162652,20292587,1089115780,339329718
2022-05-27T00:00:00Z,43.56439169,44.04951021,40.08451913,41.29765727,3693991632.27,43.51637638,44.00885706,40.03163455,41.25953064,1682005752.27,9712414,1682005752,34039295,1470729590,497504579
2022-05-26T00:00:00Z,48.09803769,48.79716469,41.92559679,43.60780745,3872489511.53,48.03272111,48.75377396,41.86777467,43.55575191,1671327969.00,9866029,1671327968,36005927,1571391576,583898008
2022-05-25T00:00:00Z,49.87939478,50.83668874,47.91073370,48.31557554,2523175580.07,49.79042918,50.76765326,47.82711057,48.22559344,873171972.88,5578533,873171972,19440611,1352560005,272424457
2022-05-24T00:00:00Z,49.37882706,51.03953639,47.35442413,49.85883074,2914624481.48,49.28144750,50.98732292,47.26997754,49.80000738,1117570697.82,5883076,1117570697,26154823,1372625686,392390197
2022-05-23T00:00:00Z,52.70085685,54.74045187,48.81755519,49.35148946,3222019853.98,52.62447070,54.70208305,48.73503468,49.26778828,1249147688.16,6691301,1249147688,27378937,1563181668,375620258
2022-05-22T00:00:00Z,50.64153064,53.47500743,50.08534422,52.81283378,2582130879.56,50.54488534,53.40679847,49.97871098,52.70252191,878806712.53,4867606,878806712,16416487,1371795557,310244515
2022-05-21T00:00:00Z,49.93391943,51.66179738,48.96295837,50.76070228,2294421993.69,49.78716170,51.56126392,48.80495410,50.64480587,716283521.98,4271793,716283521,14129346,1276117947,283619384
2022-05-20T00:00:00Z,52.44762021,53.83891821,48.14428834,49.73867332,3404523994.01,52.41141945,53.79891109,48.05995625,49.66219791,1477163679.28,7780096,1477163679,27926600,1521834337,369819280
2022-05-19T00:00:00Z,50.15028342,54.17025018,48.41394264,52.28084175,3669710078.05,50.11796441,54.16891645,48.37092592,52.27425300,1652818259.34,8131426,1652818259,30625852,1616376520,361758019
2022-05-18T00:00:00Z,57.13294529,57.99198243,49.67762462,50.22170104,3396243959.95,57.07233405,57.94796848,49.58978463,50.14632234,1393104558.96,7042172,1393104558,28784487,1611208507,356104233
2022-05-17T00:00:00Z,54.02120807,58.27766145,53.25971248,57.12906242,3743700011.39,53.94706824,58.31203211,53.24115789,57.15366962,1418757476.32,7498468,1418757476,32187549,1868060966,417195550
2022-05-16T00:00:00Z,58.91397616,58.91879003,52.10753459,53.95138346,4035332342.39,58.97269162,58.97269162,52.04779703,53.92463831,1629040358.05,8645313,1629040358,31985160,1789376472,576285037
2022-05-15T00:00:00Z,52.74798802,59.57627076,50.07381152,59.01229282,3694776669.20,52.70685740,59.51952924,50.01720320,59.05397362,1423920501.48,4743238,1423920501,28068230,1812964733,425079965
2022-05-14T00:00:00Z,49.26207605,54.26700646,46.32118973,52.75242995,3692288698.66,49.18309400,54.25068582,46.22296520,52.70102501,1492811930.41,3740954,1492811930,32661549,1760544865,402529398
2022-05-13T00:00:00Z,44.99466566,56.75716986,44.18532431,49.21603478,4714407479.70,44.88331692,56.78654316,44.08135942,49.16265352,2189051560.14,4780848,2189051560,51235370,1960054130,509285569
2022-05-12T00:00:00Z,51.42453290,55.01434911,37.12866657,45.15667937,6801327855.40,51.30602703,54.93681871,36.72542728,45.05459253,3245247339.25,6118156,3245247339,82371093,2410849939,1056741326
2022-05-11T00:00:00Z,67.17363634,68.64351343,43.50553016,51.09744874,7334424502.05,67.10534361,68.45186359,43.35159748,51.02590274,3401043921.26,7540409,3401043921,92679018,2927254959,905906192
2022-05-10T00:00:00Z,62.56960690,74.27176481,60.58913441,67.16237561,6667248527.16,62.32607764,74.17327418,60.46473759,67.12030605,2777388095.24,5735746,2777388095,87175341,3085952494,710996848
2022-05-09T00:00:00Z,75.65398209,77.24471077,62.21588822,62.65394886,5092338317.14,75.52906361,77.11196218,61.95917270,62.40664138,2067809848.80,4153042,2067809848,55235081,2445249259,519891085
2022-05-08T00:00:00Z,79.38390018,79.83743008,74.28140085,75.85677636,4156356599.82,79.09733999,79.56740838,73.96180219,75.62060623,1113301614.74,2596344,1113301614,33731987,2558706783,448019870
2022-05-07T00:00:00Z,82.33668066,82.89655265,77.97259502,79.53335654,3608313099.75,82.01005897,82.56347516,77.48512333,79.17017817,858221797.26,1825415,858221797,23512134,2409570227,315183525
2022-05-06T00:00:00Z,84.99637992,85.36133913,80.68309875,82.29294583,4504862328.19,84.69569219,85.10729640,80.28391013,82.01103352,1249495824.86,2542748,1249495824,32005493,2904761573,316056688
