1	2022-05-30	47.40910239	2022-06-07 09:35:46.679424	2022-06-07 09:35:46.679424
2	2022-05-29	45.81223847	2022-06-07 09:35:46.683326	2022-06-07 09:35:46.683326
3	2022-05-28	45.27551948	2022-06-07 09:35:46.685314	2022-06-07 09:35:46.685314
4	2022-05-27	44.04951021	2022-06-07 09:35:46.690027	2022-06-07 09:35:46.690027
5	2022-05-26	48.79716469	2022-06-07 09:35:46.692011	2022-06-07 09:35:46.692011
6	2022-05-25	50.83668874	2022-06-07 09:35:46.693754	2022-06-07 09:35:46.693754
7	2022-05-24	51.03953639	2022-06-07 09:35:46.704058	2022-06-07 09:35:46.704058
8	2022-05-23	54.74045187	2022-06-07 09:35:46.71153	2022-06-07 09:35:46.71153
9	2022-05-22	53.47500743	2022-06-07 09:35:46.713329	2022-06-07 09:35:46.713329
10	2022-05-21	51.66179738	2022-06-07 09:35:46.714975	2022-06-07 09:35:46.714975
11	2022-05-20	53.83891821	2022-06-07 09:35:46.718616	2022-06-07 09:35:46.718616
12	2022-05-19	54.17025018	2022-06-07 09:35:46.720522	2022-06-07 09:35:46.720522
13	2022-05-18	57.99198243	2022-06-07 09:35:46.722459	2022-06-07 09:35:46.722459
14	2022-05-17	58.27766145	2022-06-07 09:35:46.724168	2022-06-07 09:35:46.724168
15	2022-05-16	58.91879003	2022-06-07 09:35:46.725853	2022-06-07 09:35:46.725853
16	2022-05-15	59.57627076	2022-06-07 09:35:46.727696	2022-06-07 09:35:46.727696
17	2022-05-14	54.26700646	2022-06-07 09:35:46.729319	2022-06-07 09:35:46.729319
18	2022-05-13	56.75716986	2022-06-07 09:35:46.731238	2022-06-07 09:35:46.731238
19	2022-05-12	55.01434911	2022-06-07 09:35:46.733047	2022-06-07 09:35:46.733047
20	2022-05-11	68.64351343	2022-06-07 09:35:46.734876	2022-06-07 09:35:46.734876
21	2022-05-10	74.27176481	2022-06-07 09:35:46.736379	2022-06-07 09:35:46.736379
22	2022-05-09	77.24471077	2022-06-07 09:35:46.741157	2022-06-07 09:35:46.741157
23	2022-05-08	79.83743008	2022-06-07 09:35:46.742688	2022-06-07 09:35:46.742688
24	2022-05-07	82.89655265	2022-06-07 09:35:46.744252	2022-06-07 09:35:46.744252
25	2022-05-06	85.36133913	2022-06-07 09:35:46.746339	2022-06-07 09:35:46.746339
26	2022-05-05	95.35099523	2022-06-07 09:35:46.748112	2022-06-07 09:35:46.748112
27	2022-05-04	92.97071744	2022-06-07 09:35:46.749746	2022-06-07 09:35:46.749746
28	2022-05-03	88.91356319	2022-06-07 09:35:46.751661	2022-06-07 09:35:46.751661
29	2022-05-02	91.29644675	2022-06-07 09:35:46.753428	2022-06-07 09:35:46.753428
30	2022-05-01	93.56864797	2022-06-07 09:35:46.75528	2022-06-07 09:35:46.75528
31	2022-04-30	95.3914505	2022-06-07 09:35:46.759581	2022-06-07 09:35:46.759581
32	2022-04-29	98.93445254	2022-06-07 09:35:46.761676	2022-06-07 09:35:46.761676
33	2022-04-28	100.99479883	2022-06-07 09:35:46.764007	2022-06-07 09:35:46.764007
34	2022-04-27	101.09041665	2022-06-07 09:35:46.766652	2022-06-07 09:35:46.766652
35	2022-04-26	102.15976481	2022-06-07 09:35:46.76839	2022-06-07 09:35:46.76839
36	2022-04-25	102.1357884	2022-06-07 09:35:46.770172	2022-06-07 09:35:46.770172
37	2022-04-24	102.73003061	2022-06-07 09:35:46.773269	2022-06-07 09:35:46.773269
38	2022-04-23	103.35271914	2022-06-07 09:35:46.775202	2022-06-07 09:35:46.775202
39	2022-04-22	104.07465849	2022-06-07 09:35:46.776922	2022-06-07 09:35:46.776922
40	2022-04-21	109.94630354	2022-06-07 09:35:46.78144	2022-06-07 09:35:46.78144
41	2022-04-20	111.00400018	2022-06-07 09:35:46.783206	2022-06-07 09:35:46.783206
42	2022-04-19	109.18349802	2022-06-07 09:35:46.784933	2022-06-07 09:35:46.784933
43	2022-04-18	103.18177671	2022-06-07 09:35:46.786888	2022-06-07 09:35:46.786888
44	2022-04-17	105.88160613	2022-06-07 09:35:46.788574	2022-06-07 09:35:46.788574
45	2022-04-16	104.12768873	2022-06-07 09:35:46.79035	2022-06-07 09:35:46.79035
46	2022-04-15	103.44452927	2022-06-07 09:35:46.792634	2022-06-07 09:35:46.792634
47	2022-04-14	108.02193021	2022-06-07 09:35:46.794376	2022-06-07 09:35:46.794376
48	2022-04-13	106.39169568	2022-06-07 09:35:46.796612	2022-06-07 09:35:46.796612
49	2022-04-12	109.69498104	2022-06-07 09:35:46.798323	2022-06-07 09:35:46.798323
50	2022-04-11	111.96203472	2022-06-07 09:35:46.803372	2022-06-07 09:35:46.803372
51	2022-04-10	116.38930961	2022-06-07 09:35:46.805176	2022-06-07 09:35:46.805176
52	2022-04-09	114.95605162	2022-06-07 09:35:46.8071	2022-06-07 09:35:46.8071
53	2022-04-08	122.69317935	2022-06-07 09:35:46.808671	2022-06-07 09:35:46.808671
54	2022-04-07	120.91175064	2022-06-07 09:35:46.810245	2022-06-07 09:35:46.810245
55	2022-04-06	127.76943636	2022-06-07 09:35:46.813391	2022-06-07 09:35:46.813391
56	2022-04-05	137.0728039	2022-06-07 09:35:46.814855	2022-06-07 09:35:46.814855
57	2022-04-04	138.59711395	2022-06-07 09:35:46.816378	2022-06-07 09:35:46.816378
58	2022-04-03	141.48736011	2022-06-07 09:35:46.820721	2022-06-07 09:35:46.820721
59	2022-04-02	143.68365297	2022-06-07 09:35:46.830575	2022-06-07 09:35:46.830575
60	2022-04-01	138.63641028	2022-06-07 09:35:46.844879	2022-06-07 09:35:46.844879
61	2022-03-31	129.14585124	2022-06-07 09:35:46.86003	2022-06-07 09:35:46.86003
62	2022-03-30	125.51459591	2022-06-07 09:35:46.86481	2022-06-07 09:35:46.86481
63	2022-03-29	115.16539356	2022-06-07 09:35:46.8669	2022-06-07 09:35:46.8669
64	2022-03-28	113.89548351	2022-06-07 09:35:46.868474	2022-06-07 09:35:46.868474
65	2022-03-27	107.59683205	2022-06-07 09:35:46.870167	2022-06-07 09:35:46.870167
66	2022-03-26	103.80277074	2022-06-07 09:35:46.873012	2022-06-07 09:35:46.873012
67	2022-03-25	105.11361114	2022-06-07 09:35:46.874636	2022-06-07 09:35:46.874636
68	2022-03-24	103.92301201	2022-06-07 09:35:46.87611	2022-06-07 09:35:46.87611
69	2022-03-23	96.43650765	2022-06-07 09:35:46.87753	2022-06-07 09:35:46.87753
70	2022-03-22	93.99130338	2022-06-07 09:35:46.879074	2022-06-07 09:35:46.879074
71	2022-03-21	90.95465736	2022-06-07 09:35:46.880451	2022-06-07 09:35:46.880451
72	2022-03-20	92.71544597	2022-06-07 09:35:46.881867	2022-06-07 09:35:46.881867
